Date,Open,High,Close
2010-01-04,0.31378878784179687,0.315070068359375,0.31368869018554685
2010-01-05,0.3139039001464844,0.31423422241210935,0.31230731201171874
2010-01-06,0.31324325561523436,0.31324325561523436,0.3044344482421875
2010-01-07,0.3050050048828125,0.3053052978515625,0.2973473510742187
2010-01-08,0.29629629516601563,0.30192694091796873,0.30131130981445314
2010-01-11,0.30253253173828126,0.30253253173828126,0.3008558654785156
2010-01-12,0.2991241149902344,0.29937939453125,0.2955355224609375
2010-01-13,0.28853353881835936,0.2944844970703125,0.2938388366699219
2010-01-14,0.29224224853515623,0.29739739990234376,0.29522021484375
2010-01-15,0.2969669799804687,0.29707708740234373,0.290290283203125
2010-01-19,0.29089089965820314,0.2955054931640625,0.29410409545898436
2010-01-20,0.2932832946777344,0.2932832946777344,0.2904954833984375
2010-01-21,0.29201202392578124,0.2937037048339844,0.2917817687988281
2010-01-22,0.28253253173828125,0.2855855712890625,0.2752802734375
2010-01-25,0.2735685729980469,0.2752152099609375,0.270270263671875
2010-01-26,0.2692542419433594,0.2750750732421875,0.27148147583007814
2010-01-27,0.2709059143066406,0.2740990905761719,0.2713213195800781
2010-01-28,0.27251751708984373,0.2737737731933594,0.26741241455078124
2010-01-29,0.2695145263671875,0.2707657775878906,0.2652352294921875
2010-02-01,0.26756756591796876,0.26817318725585937,0.2667767639160156
2010-02-02,0.2677477416992188,0.2677477416992188,0.26582583618164063
2010-02-03,0.264599609375,0.2713213195800781,0.27068069458007815
2010-02-04,0.26876876831054686,0.2692692565917969,0.2636536560058594
2010-02-05,0.2644644775390625,0.26701702880859374,0.26591091918945314
2010-02-08,0.2665165100097656,0.2712712707519531,0.26700201416015623
2010-02-09,0.2700400390625,0.2710360412597656,0.2684884948730469
2010-02-10,0.26730230712890624,0.26916415405273436,0.26749249267578123
2010-02-11,0.26692694091796876,0.2705155029296875,0.26846847534179685
2010-02-12,0.26675173950195313,0.2688438415527344,0.2668268127441406
2010-02-16,0.26870370483398437,0.27233734130859377,0.27092092895507813
